20
0	13
0	16
0	17
1	0
1	2
1	5
1	10
1	19
2	0
2	7
2	8
2	14
3	2
3	9
3	14
3	15
3	17
4	2
4	5
4	8
4	9
4	12
5	4
5	7
5	9
5	11
5	13
5	15
5	17
5	18
6	11
6	12
6	14
6	17
7	1
7	8
7	10
7	12
7	13
7	18
8	1
8	6
8	7
8	9
8	12
8	13
9	3
9	10
9	16
9	19
10	0
10	9
10	12
10	14
10	19
11	0
11	7
11	8
11	13
11	18
12	2
12	10
12	17
12	19
13	0
13	1
13	5
13	6
14	1
14	5
14	8
14	12
14	17
15	0
15	2
15	3
15	4
15	5
15	14
15	17
15	18
15	19
16	0
16	2
16	6
16	7
16	10
16	11
17	0
17	2
17	3
17	11
17	16
18	1
18	7
18	9
18	15
19	10
19	13
19	16
