10000
0	3451
0	3755
0	5679
0	6747
0	9355
1	430
1	1503
1	5113
1	7879
2	43
2	3034
2	6433
2	6703
2	8957
3	763
3	1614
3	2397
3	4080
3	6059
3	8372
3	8691
3	8797
3	9078
4	586
4	931
4	2290
4	2322
4	2354
4	2926
4	2980
4	3295
4	4756
4	5782
4	5801
4	7304
4	7412
4	9411
5	634
5	1074
5	1470
5	2972
5	3289
5	4208
5	5024
5	5167
5	6655
5	7932
5	8262
5	8469
6	2462
6	2621
6	2712
6	3491
6	4785
6	4917
6	6499
6	6633
7	809
7	858
7	862
7	1594
7	1887
7	2297
7	2631
7	2772
7	7067
8	1878
8	2252
8	3795
8	4984
8	6066
8	7358
8	8503
8	8803
8	9357
9	703
9	1878
9	2084
9	5880
9	6995
9	7556
9	8975
10	968
10	1470
10	2299
10	5368
10	7913
10	8594
11	475
11	903
11	1515
11	1634
11	1692
11	1756
11	1903
11	2846
11	3009
11	4126
11	5589
11	6751
11	7326
11	8704
11	9005
11	9065
11	9528
12	396
12	609
12	3124
12	3814
12	5928
12	8160
12	9072
12	9932
13	330
13	1448
13	1676
13	1877
13	1936
13	2283
13	3598
13	5388
13	5462
13	6111
13	8451
13	9284
13	9629
14	315
14	1851
14	1859
14	4961
14	7530
14	9164
15	28
15	1238
15	1321
15	2473
15	3852
15	4550
15	4690
15	5147
15	8266
15	8657
15	8843
16	271
16	2559
16	3478
16	3520
16	5165
16	5281
16	8311
16	8668
17	1110
17	1138
17	1759
17	6938
17	8210
17	9001
17	9341
17	9652
17	9697
18	651
18	1013
18	1452
18	1745
18	1962
18	8201
18	8270
18	8602
18	8928
18	9176
18	9196
19	1413
19	5681
19	6106
19	6522
20	339
20	3885
20	4374
20	6081
20	7009
20	9673
21	158
21	362
21	1307
21	1497
21	1545
21	3394
21	4092
21	9891
22	1377
22	1444
22	1448
22	1703
22	3510
22	5041
22	6132
22	6461
22	8378
22	8544
22	8905
23	576
23	1010
23	2158
23	3109
23	3417
23	4784
23	8245
23	9774
24	549
24	1401
24	2713
24	3190
24	8474
25	96
25	1111
25	1479
25	2987
25	3519
25	4653
25	6615
25	6698
25	7350
25	9484
26	1710
26	2350
26	2811
26	4151
26	5495
26	5604
26	8600
26	8725
26	9447
27	1757
27	3053
27	6178
27	9242
27	9471
28	119
28	269
28	2739
28	4194
28	4330
28	4450
28	4991
28	6808
28	6976
28	7625
28	9492
28	9532
28	9949
29	1982
29	2461
29	2881
29	4844
29	5440
29	7722
29	7784
29	8406
29	8470
30	1496
30	2615
30	3443
30	3604
30	3635
30	3873
30	4053
30	4414
30	6071
30	6334
30	9842
31	1829
31	2647
31	4495
31	5022
31	5914
31	7216
31	7592
31	7654
31	7693
31	8645
31	8920
31	9709
32	182
32	993
32	1032
32	1074
32	2405
32	2658
32	3366
32	3494
32	4023
